Sýra;Fransýzca Kelime;Ýsveççe Anlamý;Türkçe Anlamý
1821;un prestige;"en prestige; ett (högt) anseende";
1822;une censure;en censur;
1822;censurer;censurera;
1823;une orange;en apelsin;
1823;orange;orange;
1823;un oranger;ett apelsinträd;
1824;un bœuf;en oxe;
1825;une roue;ett hjul;
1825;un rouage;ett kugghjul, en kugge;
1826;assigner;tilldela;
1826;une assignation;en tilldelning;
1827;flagrant;flagrant;
1828;un loup;en varg;
1829;subit;plötslig;
1829;subitement;plötsligt;
1830;essuyer;torka;
1831;étaler;"sprida; breda ut";
1832;un casque;en hjälm;
1833;bousculer;"knuffa; slå omkull";
1834;ériger;resa (upp);
1835;une patte;en tass;
1836;un humour;en humor;
1836;un, une humoriste;en humorist;
1837;une défaillance;en svaghet, en felaktighet;
1837;défaillant;svag, sviktande;
1837;défaillir;försvagas, svikta;
1838;une cabine;en hytt;
1839;un fardeau;en börda;
1840;une occurrence;en förekomst;
1841;authentique;autentisk;
1842;confortable;bekväm;
1842;un confort;en bekvämlighet;
1842;conforter;stärka;
1843;une panne;ett fel (om bil t.ex.);
1844;insérer;införa;
1844;une réinsertion;ett återinförande;
1845;un litre;en liter;
1846;une marée;ett tidvatten;
1847;souscrire;underteckna, teckna;
1847;une souscription;en prenumeration;
1848;un diable;en djävul;
1848;diabolique;djävulsk;
1849;un suffrage;en röstning;
1850;spontané;"spontan; frivillig;";
1850;une spontanéité;en spontanitet;
1850;spontanément;spontant;
1851;concilier;förena;
1851;une réconciliation;en försoning;
1851;réconcilier;försona;
1851;une conciliation;en förening;
1852;un asile;"en asyl; ett ålderdomshem (äldre uttryck)";
1853;les archives;arkiv;
1854;une indemnisation;en kompensation;
1854;indemne;oskadd;
1854;une indemnité;en (skade-)ersättning, en gottgörelse;
1855;harceler;trakassera;
1855;un harcèlement;ett trakasseri;
1856;un cahier;ett skrivhäfte;
1857;précoce;tidig;
1858;planer;glida;
1859;un stage;en praktik;
1859;un, une stagiaire;en praktikant;
1860;dédier;dedicera, tillägna;
1861;un exil;en exil;
1861;exiler;gå i exil;
1862;un remède;ett botemedel;
1862;remédier;avhjälpa;
1862;irrémédiablement;ohjälpligt, obotligt;
1863;hurler;skrika;
1863;un hurlement;ett vrål;
1864;gras;fet;
1865;une statue;en staty;
1866;un golfe;en bukt, en golf;
1867;nager;simma;
1867;une nage;en simning;
1868;une ambiance;en stämning;
1868;ambiant;"omgivande; rådande";
1869;un bus;en buss;
1870;modérer;begränsa;
1870;modéré;måttlig;
1870;une modération;en måttlighet;
1870;modérément;måttligt;
1871;un porc;ett fläsk;
1872;un sou;ett mynt, en peng;
1873;pervers;pervers;
1873;un pervers;en pervers person;
1874;léguer;efterlämna, lämna vidare;
1875;noyer;drunkna;
1876;un abbé;en abbot;
1877;détecter;"upptäcka; spåra";
1877;un détecteur;en detektor;
1877;un, une détective;en detektiv;
1878;capter;"fånga; ta in";
1878;capturer;fånga;
1878;une capture;ett gripande, en fångst;
1878;un capteur;en sensor;
1878;captif;fången, i fångenskap;
1878;un captif;en fånge;
1879;sceptique;"misstrogen; skandalös";
1879;un, une sceptique;en skeptiker;
1879;un scepticisme;en skepsis;
1880;un serment;"en ed; ett löfte";
1881;envoler;flyga iväg;
1881;une envolée;en lyftning, en flykt;
1881;un envol;"en uppflygning; ett uppsving";
1882;un pasteur;en pastor;
1883;un fantôme;ett spöke;
1884;naviguer;navigera, segla;
1884;une navigation;en navigering;
1884;un navigateur;en sjöfarare, en webbläsare;
1885;une vigilance;en vaksamhet;
1885;vigilant;"vaksam; uppmärksam";
1886;un rock;en rock(musik);
1887;un débit;"en försäljning; en genomstömning; en debet, en debitering";
1887;un débiteur;en gäldenär;
1887;débiteur;debet-;
1887;débiter;"sälja; leverera; framställa";
1888;un sursis;ett uppskov;
1889;simultanément;samtidigt;
1889;simultané;samtidig;
1890;un os;ett ben;
1890;osseux;benig;
1891;un dictionnaire;"en ordbok; ett lexikon";
1892;un symptôme;ett symptom;
1893;un contingent;en kvot;
1893;contingent;"eventuell; oviktig";
1894;émerger;dyka upp;
1894;une émergence;ett uppdykande;
1894;émergent;uppdykande;
1895;déguiser;klä ut;
1896;une fièvre;en feber;
1896;fiévreux;febrig;
1897;une vitre;en (fönster)ruta;
1897;une vitrine;ett skyltfönster;
1898;fantastique;fantastisk;
1898;une fantaisie;en fantasi;
1898;fantaisiste;nyckfull, uppdiktad;
1899;une courbe;en kurva;
1899;courber;kröka, böja;
1900;soustraire;subtrahera, dra av;
1901;une vapeur;en ånga;
1902;un beurre;ett smör;
1903;un monument;ett monument;
1903;monumental;monumental;
1904;oral;"muntlig-; mun-";
1905;muet;stum;
1905;un mutisme;"en stumhet; en tystlåtenhet";
1906;contrevenant;lagbrytande;
1906;un contrevenant;en lagöverträdare;
1906;contrevenir;överträda;
1906;une contravention;"en förseelse; en (lag-)överträdelse";
1907;une offensive;"ett angrepp; en offensiv";
1907;offenser;förolämpa;
1907;offensif;anfalls-, offensiv;
1907;inoffensif;oskadlig, harmlös;
1907;une offense;en förolämpning;
1907;offensant;förolämpande, stötande;
1908;une routine;en rutin;
1909;une rénovation;en renovering;
1909;rénover;"förnya; renovera";
1910;une controverse;"en tvist; en kontrovers";
1910;controversé;kontroversiell;
1911;médiocre;"medelmåttig; medioker";
1911;un, une médiocre;en medelmåtta;
1911;une médiocrité;en medelmåttighet;
1912;filial;sonlig, dotterlig;
1912;un filial;en filial;
1913;un relais;"ett skift; ett ombyte; stafett";
1913;relayer;avlösa, byta ut;
1914;une itinéraire;en resväg;
1914;itinérant;vandrande, resande;
1915;un aval;nedströms;
1916;une rubrique;en rubrik;
1917;un préfet;en prefekt;
1918;une réticence;en motvillighet, en tvekan;
1918;réticent;"förtegen; betänksam";
1919;un timbre;ett frimärke;
1920;un béton;en betong;
1921;épouvantable;hemsk;
1921;épouvanter;skrämma;
1922;indifférent;likgiltig;
1922;une indifférence;en likgiltighet;
1923;audacieux;modig;
1923;une audace;en djärvhet, en fräckhet;
1924;une poudre;ett puder, ett pulver;
1925;un vocabulaire;"ett ordförråd; en ordlista";
1926;alentour;omkring;
1927;une poitrine;ett bröst;
1928;perpétuer;behålla, fortsätta;
1928;perpétuel;oändlig;
1928;une perpétuité;en beständighet;
1929;une doctrine;en doktrin;
1930;une majesté;en kunglig person;
1930;majestueux;"kunglig; majestätisk";
1931;un mouton;ett får;
1932;omettre;utelämna;
1932;une omission;ett utelämnande;
1933;réciproque;ömsesidig;
1933;réciproquement;ömsesidigt;
1933;une réciprocité;ömsesidighet;
1934;superficiel;ytlig;
1934;une superficie;en yta;
1935;le plomb;bly;
1936;une gorge;en hals;
1936;égorger;nacka, skära halsen av;
1936;une gorgée;en klunk;
1936;regorger;svämma över av;
1937;ratifier;"bekräfta; ratificera";
1937;une ratification;ett godkännande;
1938;une épidémie;en epidemi;
1938;épidémiologique;epidemiologisk;
1939;une alarme;ett alarm;
1939;alarmer;varna;
1939;alarmant;oroande;
1940;écologique;ekologisk;
1940;un, une écologiste;en ekolog, en miljövän;
1940;l'écologie;ekologi;
1941;des lunettes;glasögon;
1942;une sphère;"ett klot; en sfär";
1943;des toilettes;toalett;
1944;un autobus;en buss;
1945;acide;sur, syrlig;
1945;un acide;en syra;
1946;banal;intetsägande, banal;
1946;une banalité;en banalitet;
1947;un poulet;en kyckling;
1947;une poule;en höna;
1948;une brigade;"en brigad; ett arbetslag";
1949;trembler;darra;
1949;un tremblement;ett skalv;
1949;tremblant;darrande;
1950;une dose;en dos;
1950;un dosage;en dosering;
1950;doser;dosera;
1951;octroyer;bevilja;
1952;un standard;"en norm, en standard; en [telefon]växel";
1952;standard;standard-;
1953;un taxi;en taxi;
1954;fatal;"ödesbestämd, fatal; farlig";
1954;une fatalité;en farlighet;
1955;furieux;ilsken, arg;
1955;une furie;ett raseri;
1956;verbal;"verbal; ord-";
1957;gai;"glad; homosexuell";
1957;une gaieté;en glädje;
1957;gaiement;glatt;
1958;atlantique;atlantisk;
1958;transatlantique;transatlantisk;
1959;rude;"sträng; sträv; plump";
1960;un panneau;en skylt;
1961;avaler;svälja;
1962;une légion;en legion;
1963;une lacune;"en brist; en lucka";
1964;un engin;"en maskin; en anordning";
1965;une cloche;"en (dykar)klocka; en kupa";
1965;clocher;halta, inte funka;
1965;un clocher;ett kyrktorn;
1966;un sel;ett salt;
1966;salé;salt;
1967;un paradoxe;en paradox;
1967;paradoxalement;paradoxalt;
1967;paradoxal;paradoxal;
1968;un magistrat;"en ämbetsman; en åklagare";
1968;une magistrature;"ett ämbete; ett åklagarämbete";
1968;magistral;mästerlig;
1969;un amant;en älskare;
1970;une farce;"ett rackartyg, en fars; en färs";
1971;un rat;en råtta;
1972;radioactif;radioaktiv;
1972;une radioactivité;en radioaktivitet;
1973;naïf;naiv;
1973;une naïveté;en naivitet;
1974;un bijou;ett smycke;
1975;une messe;en mässa;
1976;une valise;en resväska;
1977;ébranler;skaka;
1978;un revolver;en revolver;
1979;un crâne;en skalle;
1980;combustible;brännbar;
1980;un combustible;ett bränsle;
1981;rentable;lönsam;
1981;une rentabilité;en lönsamhet;
1981;une rente;en livränta;
1982;loyal;lojal;
1982;déloyal;illojal;
1982;une loyauté;en lojalitet;
1982;loyaliste;lojal;
1982;un, une loyaliste;en lojal anhängare;
1983;une souris;en mus;
1984;un semestre;en termin;
1985;une goutte;en droppe;
1986;un moine;en munk;
1986;un monastère;ett kloster;
1987;un vice;"en synd; en last";
1987;vicieux;felaktig, oriktig;
1987;un vicieux;en pervers person;
1988;substituer;ersätta;
1988;une substitution;en ersättning;
1988;un substitut;ett substitut;
1989;subtil;subtil;
1989;une subtilité;en subtilitet;
1990;basculer;falla omkull;
1990;une bascule;en klaff, en fällbom;
1991;polémique;polemisk, kontroversiell;
1991;une polémique;en polemik, en kontrovers;
1992;sévir;"slå ner, gå hårt fram; härja";
1993;un jumeau;en tvilling;
1993;jumeau;tvilling-;
1993;des jumelles;kikare;
1994;pendre;hänga;
1995;intact;intakt;
1996;malin;"elakartad; lurig";
1997;incliner;luta;
1998;affreux;hemsk;
1999;une évasion;"en rymning; en flykt";
1999;s'évader;rymma, fly;
2000;un sanglot;en snyftning;
2001;une ironie;en ironi;
2001;ironique;ironisk;
2001;ironiser;ironisera;
2002;bannir;förbjuda;
2003;une librairie;en bokhandel;
2003;un, une libraire;en bokhandlare;
2004;une parenthèse;en parentes;
2005;stupéfiant;"häpnadsväckande; narkotisk";
2005;un stupéfiant;ett narkotiskt medel;
2005;stupéfaire;göra bestört, göra häpen;
2006;déformer;förvränga, deformera;
2006;une déformation;en förvrängning;
2007;un délit;ett brott;
2007;un délinquant;en brottsling;
2007;une délinquance;en brottslighet;
2008;une altitude;en höjd;
2009;imputer;"tillskriva; ge ngn skulden";
2009;imputable;bero på;
2010;un dessert;en efterrätt;
2011;un coude;en armbåge;
2012;ôter;ta bort;
2013;purger;rena, tömma, rensa;
2014;fâcher;bli arg;
2014;fâcheux;förarglig;
2014;un fâcheux;en tråkmåns;
2014;fâché;arg;
2015;un palier;en avsats, en våning;
2016;un costume;en kostym;
2017;une thérapie;en terapi;
2018;un curé;en präst, en kyrkoherde;
2019;dissoudre;lösa upp;
2019;une dissolution;en lösning;
2020;une avalanche;en lavin;
2020;avalancher;skapa en lavin;
2021;une brèche;en öppning;
2022;conjugal;äktenskaplig;
2023;pâle;blek;
2023;pâlir;blekna;
2024;un péché;en synd;
2025;un, une genderme;en polisman;
2025;une gendarmerie;ett poliskontor;
2026;un score;"en poängställning; ett resultat";
2027;une prostitution;en prostitution;
2027;un prostitué;en prostituerad;
2027;prostitué;prostituerad;
2027;prostituer;prostituera;
2028;entraver;hindra;
2028;une entrave;ett hinder;
2029;un embargo;ett embargo;
2030;un brouillard;en dimma;
2030;brouiller;blanda ihop;
2030;un brouillage;en störning;
2030;embrouiller;trassla till, förvilla;
2031;une trêve;en vapenvila;
2032;ponctuel;punktlig;
2033;un panier;en korg;
2034;un bouton;en knapp;
2035;la théologie;teologi;
2035;théologique;teologisk;
2035;un théologien;en teolog;
2036;advenir;hända;
2037;une tache;en fläck;
2037;tacher;fläcka;
2038;un slogan;en slogan;
2039;un fromage;en ost;
2040;toxique;giftig;
2040;un toxique;ett gift;
2040;une toxicomanie;ett narkotikamissbruk;
2040;un, une toxicomane;en narkoman;
2041;pharmaceutique;farmaceutisk;
2041;un pharmacien;"en apotekare; en farmaceut";
2041;une pharmacie;ett apotek;
2042;un parfum;"en parfym; en smak";
2042;parfumer;parfymera, smaksätta;
2043;antique;antik;
2043;une antiquité;en antikvitet;
2044;un instinct;en instinkt;
2045;un parquet;"ett parkettgolv; åklagarmyndighet";
2046;une frustration;en frustration;
2046;frustrer;göra frustrerad;
2046;frustrant;frustrerande;
2047;improviser;improvisera;
2047;une improvisation;en improvisation;
2048;une auto;en bil;
2049;analogue;liknande;
2049;une analogie;en analogi;
2050;sonore;ljud-;
2050;une sonorité;en sonoritet, en klangfullhet;
2051;les moeurs;seder;
2052;bénévole;frivillig;
2052;un, une bénévole;en frivillig, en person som arbetar ideellt;
2053;une boue;en gyttja, en lera;
2054;dissiper;skingra;
2055;un pneu;ett däck;
2055;pneumatique;luft-, lufttrycks-;
2055;une pneumonie;en lunginflammation;
2055;un poumon;en lunga;
2056;une fraude;ett bedrägeri;
2056;frauduleux;bedräglig;
2057;un coton;en bomull;
2058;stipuler;stipulera;
2059;une fraction;"en bråkdel; ett bråk; en falang";
2060;une nuance;en nyans;
2060;nuancer;nyansera;
2061;un bordel;"en bordell; en röra";
2062;bosser;jobba;
2062;une bosse;en knöl, en puckel;
2063;articuler;artikulera;
2063;une articulation;en artikulering;
2064;amplifier;förstärka;
2064;une amplification;en förstärkning;
2065;une ceinture;ett skärp;
2066;un seigneur;en herre;
2066;une seigneurie;ett länsherravälde;
2067;souterrain;underjordisk;
2067;un souterrain;en underjordisk gång;
2068;restituer;återställa;
2068;une restitution;ett återställande;
2069;un démon;en demon;
2070;indigène;infödd;
2070;un, une indigène;en infödd;
2071;un chocolat;en choklad;
2072;un chagrin;en sorg;
2072;chagrin;sorgsen, trumpen;
2073;une soupe;en soppa;
2073;un souper;en supé, en middag;
2073;souper;äta supé, äta middag;
2074;appréhender;"frukta; förutse; uppfatta";
2074;une appréhension;en fruktan;
2075;une flèche;en pil;
2076;un complot;en komplott;
2077;un ski;en skida;
2077;un skieur;en skidåkare;
2078;un syndrome;ett syndrom;
2079;une météo;en väderlek;
2079;météorologique;meteorologisk, väderleks-;
2080;borner;begränsa;
2080;une borne;en gränsmarkering;
2081;triompher;"segra; triumfera";
2081;un triomphe;en triumf;
2081;triomphant;triumfernade;
2082;dérober;stjäla;
2083;un sorcier;en trollkarl, en häxa;
2084;une consigne;en instruktion, förvaring, en depositionsavgift;
2084;consigner;deponera, återköpa;
2085;une harmonie;en harmoni;
2085;harmoniser;harmonisera;
2085;une harmonisation;en harmonisering;
2085;harmonieux;harmonisk;
2085;harmonique;harmonisk;
2086;blond;blond;
2086;un blondinet;en lintott;
2087;un vélo;en cykel;
2088;amer;bitter;
2088;une amertume;en bitterhet;
2089;un orchestre;en orkester;
2089;orchestrer;orkestrera;
2090;foncier;mark-, grund-;
2091;un fouet;en piska;
2091;fouetter;piska;
2092;déménager;flytta;
2092;un déménagement;en flytt;
2093;esthétique;estetisk;
2093;une esthétique;en estetik;
2094;incomber;tillfalla, tillkomma, vara någons ansvar;
2095;un éventail;"en solfjäder; en skala";
2096;"un solde; une solde";"ett saldo (m); en rea (f)";
2096;solder;avsluta, rea;
2097;gâcher;förstöra;
2097;un gâchis;en röra, ett slöseri;
2098;décent;anständig;
2098;indécent;oanständig;
2099;éminent;eminent;
2099;éminemment;eminent;
2100;rayer;"göra randig; rispa; avregistrera";
2101;une coulisse;en kuliss;
2102;inculper;anklaga;
2102;une inculpation;en åtalspunkt, en anklageslsepunkt;
2103;un spectre;"ett spektrum; ett spöke";
2103;spectral;spektral, spöklik;
2104;un fléau;en farsot, en epidemi, en plåga;
2105;mou;mjuk;
2105;un mou;en vekling;
2105;un mollet;en vad;
2105;mollement;mjukt;
2106;une soif;en törst;
2107;un essor;ett uppsving;
2108;obséder;plåga,förfölja;
2108;une obsession;en besatthet;
2109;un pantalon;en byxa;
2110;inhérent;inneboende;
2111;une inondation;en översvämning;
2111;inonder;svämma över;
2112;un câble;en kabel;
2112;câbler;tvinna, kabla;
2113;humble;ödmjuk;
2113;une humilité;en ödmjukhet;
2113;humblement;ödmjukt;
2114;un fermier;en lantbrukare;
2114;fermier;lantbruks-;
2115;hanter;plåga;
2116;un cordon;ett rep;
2117;une foudre;en blixt;
2117;foudroyer;blixtra;
2118;néfaste;skadlig;
2119;lasser;tröttna;
2119;une lassitude;en trötthet;
2120;stopper;stanna;
2121;un rail;en räls, ett spår;
2121;dérailler;spåra ur;
2122;une lampe;en lampa;
2123;triple;trippel, trefaldig;
2123;un triple;en trippel;
2123;tripler;göra tre gånger så stor;
2124;supplier;bönfalla;
2125;camoufler;dölja;
2126;un cliché;en kliché;
2127;un diamant;en diamant;
2128;figer;stelna;
2129;un éloge;en eloge, en hyllning;
2130;odieux;avskyvärd;
2131;nocturne;nattlig;
2131;un, une nocturne;en kvällsmatch, en nocturne, en nattfågel;
2132;un, une athlète;en idrottsman, en idrottskvinna;
2132;un athlétisme;en friidrott;
2133;un poil;ett hår(strå);
2134;épanouir;få att slå ut;
2134;un épanouissement;en utsprickning, en blomstring;
2135;murmurer;mumla;
2135;un murmure;ett mumlande, ett sorl;
2136;décerner;tilldela;
2137;un trottoir;en trottoar;
2138;enchanter;förtrolla, tjusa;
2138;un enchantement;en förtrollning, en förtjusning;
2139;un singe;en apa;
2140;rigide;"stel; omedgörlig";
